Insult,Date,Comment
0,,i am a moder i am fiscal conserv but am moder on the social issu the republican parti is no longer the parti of goldwat teddi roosevelt nor even reagan the gop is the parti of jerri falwel toni perkin and peopl like michell bachmann nbecaus i am gay and can not find a place in the gop i vote for obama in nhowev this year i am consid vote for romney this year nrepublican better hope romney get the nomin becaus santorum would be hand the elect to obama santorum is scari conserv he want the govern to be all up in peopl busi and i would not be surpris if a presid santorum creat a moral polic ni believ the major of american are moder and what this countri need is a moder i am so tire of us swing from extrem left to extrem right and back again
1,20120609203104Z,whi did you do that ? becaus you smell like dog poo you are so stupid just like dog poo you are made outta poo !
0,20120620132202Z,the democrat would sell out our young job seeker for a hand of illeg vote and a cent tomato
0,20120619180350Z,pass on grass and pass on rainbow and wing
0,20120620180456Z,you would not know a fail polici if it sent you and all your neighbor to the poorhous
0,20120502155618Z,but jack from raleigh was not done he came back with this bit of furious grammat genius : n holi hell jack calm down n ngod d hilari ! n nwho write your materi grazid ? n nmm never even acknowledg we were here (well accept when uber tick him off) grazid not onli interact with us he call you dumb when you are be dumb right beeaner ?
0,20120528051839Z,mayb republican cannot use filibust in union vote to grind all decis to a halt n n % is probabl enough to win elect there
0,,_tm a funni thing happen on the way to that forum but all the optimist were too happi to notic
1,20120618205159Z,yeah i am pathet but your the idiot go around troll other team page whi do not you get f#$ life you littl sh thead
0,,ron paul could start his own third parti tomorrow and suck a larg percentag of democrat republican libertarian and independ with him you think ross perot was bad ? ron paul might even challeng to win run as a rd parti candid !
0,20120612114712Z,we can tell by their mugshot who is pinki and who is brain lol
1,,ugli bitch go prostitut yourself so dat you can buy a big enough pant bottom to cover your gigant ass
0,,if you want to lick jewish ass go do it in jerusalem but stop use this countri you israel - first traitor
0,20120612050335Z,agre you come on here to proclaim a useless point to who ? the cnn communiti ? parasit that have noth els better to do then tri to make a valid point to who ? ? ? ?
0,20120618202653Z,unless that happen by chanc
0,20120529210206Z,are you edg - trigger or level - trigger ?
0,20120528164632Z,nice smell er spell sphincter
0,20120612142256Z,how do you know ? n nbesid who say everyon has to have moral standard base on my garden ?
0,,too bad that would not do anyth about the gay american citizen found in all other state
0,,mr cagap the thing you have list are true but onli the tip of an iceberg ni have been in hong kong for two year now and the longer i stay here the more i hate this place it horribl crowd which lead to plenti of rude peopl and death pollut air it ridicul expens and even so the nicer (and expensive) restaur are alway book out and the servic are shit it superficial; if you are or want to be a nice person you will alway get taken advantag of unless you dress in such a way that say i m rich on your forehead even if you are rich like some of the chines mainland that rush into the citi for a weekend shop spree you will still get treat like shit i don t get whi peopl love hong kong so much it may look civil on the outsid but on the insid it rotten to the core it just capit you may say but i don t see it in the us and i don t even see it in china mainland (which contrari to what they argu is veri much capitalist) live here doesn t make me rich it make me pull ot everyday put up with selfish rude peopl everywher and pay ridicul high rent for a tini apart everi month if i live here for anoth two year i will becom so bitter that i might just fit in
0,20120612051458Z,yeah i know i am be a troll on purpos i still and will alway be known as jskop i do not have to chang my account everi few day becaus i am awesom like that i can troll one day and the next be taken serious by everyon
0,20120515172041Z,you all includ your son deserv a slow pain and miser death n nthat how zimmerman stand his ground
0,20120619220205Z,if you wrap your comput in foil you can stop them from take your post down
0,,she is ugli so she would complain
0,20120527204604Z,oper dic : n n would istract investor from crash stock
0,20120529031845Z,actual the packer still have the right to jolli
0,20120612120920Z,from your comput through their websit
0,20120611212958Z,this is what i wore to the most recent wed i attend which was a daytim black tie option affair : i think i look glamor as fuck
0,,pig noes no talent jack this guy should get the worst actor award everi year
0,20120619122806Z,and the last day is upon us will i be the lucki one ? doubt it but it still a sexi piec of hardwar !
0,20120612011146Z,uh if the autopsi plus the exam of the girl prove that he was rape the daughter then he was caught red - hand which doe not fall under the categori innoc until proven guilti if you would not do the same thing in that father shoe then you do not have children
0,20120528200032Z,come on sweeney show us again man
0,,it go to be difficult to lose weight in day honest most of the weight that you will lose is go to be water and mayb a littl bit of muscl and fat if you are veri care with your calori you can also be certain that you will gain it back again onc you get of the diet i would recommend that to take it slow and easi so you can see the long - term benefit n n n ni have person lost lbs sinc dec my blood pressur was now it my cholesterol was mg dl now it mg dl i am no longer pre - diabet and i am in the best shape of my life it was not easi but i can say that everyon can do it if they have the right program n n n nif you are interest in my stori pleas head over to zdiet net n n n ncheer n n n nryan e parker
